Platform,Hashtag,Content_Type,Region,Views,Likes,Shares,Comments,Engagement_Level
YouTube,#Education,Video,Brazil,4687224,1635,16037,48614,Medium
YouTube,#Comedy,Shorts,Australia,2758571,17789,36088,39138,Low
Twitter,#Music,Tweet,Canada,253934,269239,27213,864,Medium
YouTube,#Dance,Tweet,Canada,3230389,297140,22102,29483,Low
YouTube,#Tech,Tweet,UK,3448262,15538,92514,38006,Low
TikTok,#Music,Live Stream,UK,3739590,227858,13222,41021,Medium
YouTube,#Music,Video,UK,2520922,74513,3987,22252,High
Twitter,#Music,Tweet,India,17826,347482,13497,25800,Medium
Twitter,#Education,Tweet,UK,2717191,301070,32071,43935,High
TikTok,#Gaming,Shorts,Japan,775716,249033,82258,37351,Low
Instagram,#Education,Post,Brazil,446706,4264,75452,14816,High
Instagram,#Fitness,Live Stream,UK,951304,342048,65047,35490,Medium
Twitter,#Gaming,Tweet,UK,1181477,224611,22199,39231,Medium
YouTube,#Challenge,Post,Japan,117636,74051,17802,38144,Medium
Instagram,#Comedy,Tweet,UK,3592472,80185,16999,48101,Medium
Instagram,#Challenge,Live Stream,Canada,3592674,160629,8445,9171,Medium
Twitter,#Challenge,Live Stream,Germany,4528887,325301,55955,3060,High
YouTube,#Gaming,Post,India,1376828,271019,78128,31233,Medium
Instagram,#Education,Shorts,Australia,4686957,109616,68468,40709,Medium
Twitter,#Viral,Video,Germany,1375455,425083,93721,18977,High
YouTube,#Fashion,Post,USA,830776,387748,35728,33010,Medium
YouTube,#Fitness,Tweet,Canada,2151293,496319,47342,12951,Low
Twitter,#Gaming,Video,India,40081,388209,72017,26138,Medium
Instagram,#Viral,Video,Japan,2573525,244672,62989,24852,Low
Instagram,#Music,Video,Germany,693490,271218,30947,20950,Medium
Instagram,#Gaming,Shorts,Germany,1190294,180949,16220,16017,Medium
Instagram,#Gaming,Video,Germany,1646518,98332,62494,12314,High
YouTube,#Comedy,Live Stream,Australia,3112756,321532,88462,11421,High
Twitter,#Viral,Reel,Japan,3255672,65898,18956,9970,High
YouTube,#Comedy,Reel,Canada,2440651,379826,54619,36689,High
Twitter,#Comedy,Tweet,Canada,1263815,1401,29795,76,High
TikTok,#Fashion,Video,Canada,2815018,235401,12601,10518,Medium
TikTok,#Tech,Shorts,Canada,3868012,260982,45275,9713,Low
YouTube,#Education,Tweet,India,4649706,330323,14225,34904,High
Twitter,#Viral,Post,Germany,1972112,80588,58508,27308,Medium
Twitter,#Gaming,Live Stream,Australia,3944256,25952,33400,41935,High
TikTok,#Fitness,Reel,India,1742308,243400,13662,22362,High
Twitter,#Education,Post,India,3474219,495721,38652,41799,Low
Instagram,#Gaming,Live Stream,India,3335657,417475,40236,4254,Low
YouTube,#Fashion,Tweet,Australia,3571417,280029,10369,41918,Medium
TikTok,#Challenge,Tweet,Canada,112544,12459,57771,44943,Low
YouTube,#Challenge,Shorts,Brazil,1120236,403893,40558,40713,High
TikTok,#Fashion,Tweet,Australia,338635,376834,42333,9324,Low
TikTok,#Music,Tweet,Australia,1689148,349908,55192,27281,Medium
Twitter,#Tech,Live Stream,USA,2685855,480303,16618,3297,Medium
Instagram,#Education,Shorts,Canada,2388920,44750,78711,21652,Low
Twitter,#Challenge,Reel,USA,1729498,434724,83274,21460,High
YouTube,#Music,Video,Germany,251467,155816,10165,11156,Low
YouTube,#Gaming,Tweet,Japan,1300227,345159,23454,34160,High
YouTube,#Music,Shorts,USA,1073279,344065,98144,1905,Medium
Instagram,#Viral,Shorts,Brazil,3848863,404283,78130,41057,Low
Twitter,#Music,Shorts,UK,266645,82375,992,5404,Medium
TikTok,#Viral,Video,UK,4574441,361896,98169,26574,High
Twitter,#Education,Video,Australia,4352106,308840,2844,35294,Medium
Instagram,#Dance,Shorts,India,1926503,103365,58675,33276,High
Instagram,#Challenge,Live Stream,UK,2167670,198784,96952,26902,Medium
Instagram,#Fashion,Video,Germany,1083140,309982,34255,33816,High
Instagram,#Fashion,Post,UK,4398342,308054,29831,3366,Medium
Twitter,#Fitness,Tweet,Australia,3684089,213042,71881,21008,Low
Twitter,#Fitness,Post,USA,2524980,18862,77762,16925,Low
Twitter,#Challenge,Shorts,UK,3061168,14811,49603,11285,Low
Instagram,#Viral,Live Stream,UK,275149,149844,9065,35899,Medium
YouTube,#Tech,Tweet,India,4867109,249339,46801,20110,Medium
TikTok,#Fashion,Tweet,Australia,1123564,306470,76377,46344,Low
TikTok,#Viral,Live Stream,Japan,3501632,326063,24819,11649,Low
YouTube,#Comedy,Post,UK,4874267,432865,34178,19828,High
Instagram,#Challenge,Live Stream,USA,1137375,118437,23946,24358,High
YouTube,#Education,Live Stream,Germany,2623136,134723,43056,37987,Low
YouTube,#Fitness,Live Stream,India,4473535,329945,58746,11543,Low
Instagram,#Fashion,Video,UK,2984034,227827,65757,27104,High
Twitter,#Fitness,Reel,India,3033602,338637,28669,36429,Low
Instagram,#Music,Shorts,Brazil,3683276,428789,65984,5073,High
Instagram,#Dance,Shorts,UK,2836012,183713,10028,21436,Medium
TikTok,#Dance,Video,UK,3099164,427255,17081,23481,Medium
Instagram,#Tech,Live Stream,UK,2682414,401508,59012,3275,High
TikTok,#Challenge,Post,Germany,2872586,304584,57452,40015,High
TikTok,#Music,Video,Japan,4174438,141088,4035,3107,Medium
YouTube,#Tech,Live Stream,USA,4086758,100333,31439,21971,High
YouTube,#Fitness,Post,Australia,3574391,163649,27522,2558,Medium
Instagram,#Dance,Post,USA,4533957,278567,60593,12923,Medium
YouTube,#Comedy,Post,Germany,3747425,488131,30145,34060,Low
Instagram,#Gaming,Tweet,USA,1296124,435551,48934,49483,High
TikTok,#Tech,Video,UK,3754208,320167,58134,21693,Medium
TikTok,#Comedy,Tweet,Japan,4583841,449919,34524,19323,Medium
TikTok,#Viral,Video,Germany,2627566,173288,8666,35026,Low
TikTok,#Dance,Post,Australia,797705,102013,63301,3932,Low
TikTok,#Music,Tweet,Canada,3971254,118065,64239,29490,High
YouTube,#Comedy,Post,Canada,4893326,383878,10656,9457,Low
YouTube,#Challenge,Shorts,Brazil,4511253,111081,94452,24513,Medium
Instagram,#Education,Tweet,Australia,3979197,313528,22858,39951,High
Twitter,#Tech,Post,UK,362721,485447,53099,2604,Medium
TikTok,#Comedy,Reel,UK,1172906,179308,12608,36429,High
Instagram,#Dance,Reel,UK,1576695,223136,3427,44738,High
Twitter,#Gaming,Live Stream,Canada,4906236,318280,73843,42534,Low
Instagram,#Fashion,Live Stream,Canada,3419646,34941,95591,9327,Medium
Twitter,#Education,Reel,UK,4962420,494185,59718,46178,Low
YouTube,#Fashion,Video,Canada,2449590,214679,15511,10183,Medium
YouTube,#Comedy,Tweet,Australia,3800628,87112,16845,17649,Low
Twitter,#Challenge,Shorts,Japan,3829079,460489,8748,41683,Medium
YouTube,#Viral,Shorts,Germany,1201990,188063,58662,894,Low
YouTube,#Gaming,Shorts,Brazil,1020876,129614,63924,20813,High
YouTube,#Tech,Live Stream,USA,2335723,364476,67740,24847,Low
Twitter,#Comedy,Video,Japan,56202,360896,25987,14628,Low
TikTok,#Music,Post,UK,4038519,320781,72443,16822,High
Instagram,#Viral,Live Stream,USA,3237254,173375,36718,42896,High
Instagram,#Dance,Post,USA,4197833,175063,73833,25225,Low
Instagram,#Education,Post,Germany,514956,250127,90852,5413,Low
Twitter,#Comedy,Reel,Australia,2549644,355626,71483,4053,Medium
YouTube,#Gaming,Tweet,India,1437913,199931,59221,837,Low
YouTube,#Challenge,Post,India,514808,83217,39130,31901,Low
Twitter,#Challenge,Live Stream,India,3402798,5693,23769,1821,High
YouTube,#Fashion,Live Stream,Canada,413996,302157,49992,24906,High
Twitter,#Challenge,Reel,Brazil,2374524,3501,18005,20135,Medium
TikTok,#Tech,Shorts,USA,1372415,88595,23610,45790,Low
YouTube,#Education,Live Stream,Brazil,3306131,38806,68565,36981,High
TikTok,#Gaming,Reel,USA,3553589,405577,77631,43447,Low
YouTube,#Challenge,Reel,Germany,848550,133105,51730,28482,Medium
YouTube,#Challenge,Video,Germany,1769189,189560,31847,26317,Low
TikTok,#Tech,Video,USA,309064,499745,31698,23489,Medium
YouTube,#Education,Reel,UK,1086831,3960,92374,44074,Medium
Twitter,#Music,Shorts,UK,473800,166023,16059,31572,Low
Twitter,#Tech,Reel,USA,18921,150828,7751,27357,Medium
TikTok,#Education,Reel,Canada,4387929,389906,66441,34423,Low
YouTube,#Comedy,Live Stream,USA,2449452,486556,43076,27405,Medium
Instagram,#Comedy,Shorts,India,4854685,134680,43340,2898,High
TikTok,#Comedy,Live Stream,UK,2052067,191445,84877,28974,High
YouTube,#Dance,Tweet,India,4767251,423291,97889,42439,Medium
YouTube,#Challenge,Video,Brazil,2368362,300651,67181,25054,Low
Twitter,#Music,Shorts,Australia,2175561,87753,74372,20428,Low
TikTok,#Education,Tweet,Germany,4539531,206594,29902,9751,High
Instagram,#Education,Video,UK,3713005,184413,88201,49856,Medium
YouTube,#Comedy,Reel,Brazil,1236179,391333,26828,40019,Low
Twitter,#Comedy,Video,Australia,1933738,115168,96016,41321,Medium
TikTok,#Dance,Video,UK,4909664,32328,44030,40462,High
Twitter,#Education,Video,Brazil,4022545,173474,36619,23322,High
Instagram,#Comedy,Post,Brazil,4117289,476795,23810,7602,Low
Twitter,#Music,Live Stream,Australia,4850591,157100,82852,36003,High
Instagram,#Fitness,Live Stream,USA,2359516,394171,34790,26112,High
Instagram,#Viral,Post,Japan,3647993,361442,26848,22650,High
YouTube,#Tech,Live Stream,India,3520520,205027,91912,23644,Medium
YouTube,#Viral,Video,Japan,333545,498977,52685,24137,Low
YouTube,#Gaming,Video,USA,3230981,43250,25450,38132,Low
Instagram,#Challenge,Live Stream,UK,4902801,457202,95950,35485,Medium
YouTube,#Education,Reel,USA,4378018,396292,22112,2274,Medium
TikTok,#Fitness,Video,UK,4489295,37622,68224,46460,Low
TikTok,#Tech,Reel,USA,4536700,149329,37190,17569,Medium
Twitter,#Fitness,Post,Brazil,4303043,415815,78416,44101,Low
YouTube,#Fitness,Video,Australia,348322,346558,13640,22532,High
Instagram,#Fitness,Post,Germany,129205,493844,93705,39629,High
YouTube,#Tech,Video,USA,4402616,162946,44597,39590,High
Twitter,#Challenge,Post,UK,100506,161319,17132,32048,Low
YouTube,#Music,Tweet,Japan,4377468,364956,49873,18498,High
TikTok,#Fitness,Video,Canada,1568096,365320,56390,19992,Low
YouTube,#Gaming,Video,Canada,147145,283273,38125,30094,Low
TikTok,#Viral,Video,Australia,2732458,330425,27066,37518,Medium
YouTube,#Music,Reel,Japan,4278894,445708,53584,44109,Low
TikTok,#Music,Reel,Japan,2325819,315226,26911,8993,High
Instagram,#Viral,Video,Germany,90504,10397,53914,41748,High
YouTube,#Fitness,Shorts,Japan,449430,369184,10787,30236,Medium
Instagram,#Tech,Video,UK,1357187,35801,70630,1191,High
Twitter,#Tech,Shorts,Japan,3342463,476827,68811,49349,Medium
TikTok,#Challenge,Reel,India,137563,40490,5847,43200,Medium
Instagram,#Fashion,Live Stream,Germany,1211898,301141,73729,34908,High
Twitter,#Viral,Live Stream,Australia,3574989,180600,24471,22982,High
TikTok,#Dance,Video,Canada,885342,214451,28768,31466,High
YouTube,#Gaming,Video,Canada,3620989,185166,73884,46247,Low
Instagram,#Dance,Reel,Canada,4694304,15155,48834,46703,Low
TikTok,#Fashion,Live Stream,Australia,4298867,233439,92096,20234,High
TikTok,#Education,Tweet,Australia,1308627,212701,97549,10352,Low
Instagram,#Fashion,Post,Canada,2126836,135067,2582,34647,Medium
YouTube,#Challenge,Live Stream,Canada,4411840,488416,16876,36638,Low
Twitter,#Gaming,Tweet,Canada,3605502,330152,54247,11566,Medium
YouTube,#Dance,Tweet,India,4563829,352053,35563,33451,High
TikTok,#Viral,Live Stream,Canada,400059,255199,28172,10919,Medium
Twitter,#Comedy,Reel,India,977370,157911,30071,2947,Low
YouTube,#Tech,Shorts,USA,4464692,44245,12962,42732,High
YouTube,#Tech,Video,Canada,1880584,376512,76764,34314,Medium
TikTok,#Dance,Shorts,Brazil,3073948,220279,58403,13445,High
Instagram,#Education,Post,Germany,3839951,182675,74863,44718,High
TikTok,#Education,Reel,Canada,2716465,376170,83061,34545,High
YouTube,#Fashion,Tweet,UK,1335761,344123,4329,48849,High
YouTube,#Gaming,Video,Japan,1180149,286650,1000,27032,High
Instagram,#Comedy,Reel,Brazil,2002817,410588,47199,47032,Medium
TikTok,#Viral,Live Stream,Australia,845246,313875,38766,37466,Low
YouTube,#Viral,Video,Germany,4066726,104299,51143,20911,High
YouTube,#Gaming,Tweet,Japan,3764424,163362,93921,36293,Medium
TikTok,#Viral,Reel,Japan,3988342,364965,35233,5962,Low
TikTok,#Music,Tweet,Japan,1934330,341337,10605,35090,High
Twitter,#Challenge,Live Stream,Canada,383395,244568,41301,37072,Low
Instagram,#Dance,Video,India,3469085,404702,36285,25629,Medium
Instagram,#Music,Video,Australia,2594914,369883,17225,14583,High
Twitter,#Tech,Reel,India,1785067,468653,40159,15054,Low
Instagram,#Education,Tweet,Brazil,3329289,462737,18302,45849,High
YouTube,#Dance,Live Stream,Germany,2888178,323173,11546,33894,Low
Instagram,#Education,Tweet,Germany,3177760,71183,55349,7595,Low
Twitter,#Education,Video,Germany,3812332,82371,33738,38074,Low
Instagram,#Fashion,Tweet,India,3660613,40261,23562,5633,High
YouTube,#Viral,Video,Germany,3837180,476063,92607,6057,Low
YouTube,#Education,Post,UK,4709663,278234,36961,4670,Medium
YouTube,#Viral,Tweet,Brazil,4812283,315371,43915,14695,Low
TikTok,#Fitness,Tweet,India,3722792,275554,76015,15183,High
TikTok,#Education,Post,Brazil,4094329,434249,5820,18517,Low
YouTube,#Comedy,Shorts,UK,4693348,399315,5635,30684,High
TikTok,#Gaming,Reel,UK,3610950,367485,34992,9460,Medium
Instagram,#Gaming,Live Stream,Australia,2912021,43497,37791,33220,Low
Twitter,#Music,Tweet,USA,1339049,471809,20645,768,Low
YouTube,#Viral,Reel,UK,1804365,98704,83620,1880,Medium
TikTok,#Viral,Post,Germany,1641189,480443,97118,33879,High
Instagram,#Comedy,Shorts,Brazil,201259,367757,67851,45250,Medium
Instagram,#Gaming,Post,Canada,3053227,132150,49242,48892,High
Instagram,#Comedy,Reel,Canada,3118393,322469,26532,6589,Low
Twitter,#Gaming,Tweet,Canada,2224167,488262,97601,31651,Low
Instagram,#Dance,Reel,India,165577,133518,14606,30419,Medium
YouTube,#Fitness,Live Stream,USA,93786,193921,95093,14218,Medium
Twitter,#Music,Reel,Brazil,1666321,105468,82461,28605,Medium
YouTube,#Comedy,Live Stream,Japan,2589337,387181,90606,13429,Medium
Twitter,#Viral,Video,India,4318612,93657,95512,16193,High
Twitter,#Challenge,Live Stream,Japan,749258,380259,21872,21913,Medium
Twitter,#Fashion,Shorts,Japan,1228204,352329,42660,48519,High
Twitter,#Education,Shorts,Brazil,3553691,492474,58976,850,High
TikTok,#Viral,Tweet,Japan,4834827,329023,39984,1388,High
Instagram,#Challenge,Video,USA,3423533,418109,14637,33581,High
Twitter,#Fitness,Shorts,Brazil,2867658,292790,75817,2085,High
TikTok,#Dance,Shorts,Australia,1455898,52265,90966,7346,Low
TikTok,#Viral,Shorts,USA,2465078,73406,17386,47116,High
TikTok,#Dance,Tweet,Japan,2737606,318662,51628,25543,High
Twitter,#Education,Reel,India,1542718,247218,93341,45447,Low
Instagram,#Music,Shorts,India,2696673,362090,41445,36790,Low
TikTok,#Tech,Post,Canada,324152,481882,93067,23282,High
Instagram,#Tech,Shorts,UK,1054049,117855,67726,591,Medium
YouTube,#Dance,Live Stream,Germany,1763209,466418,98204,42669,Low
Twitter,#Comedy,Post,USA,2839455,322753,34617,15617,High
Instagram,#Music,Post,Germany,4892331,362512,17927,27598,High
Instagram,#Fashion,Live Stream,Japan,1525908,329931,54223,25867,Low
Instagram,#Music,Video,Japan,856528,312624,35540,22068,Medium
Instagram,#Fashion,Post,UK,3223480,57651,25366,32746,High
TikTok,#Fashion,Tweet,UK,921283,106604,46809,33106,Low
Twitter,#Challenge,Post,India,2295070,248874,47414,16088,Low
TikTok,#Music,Post,Australia,3121381,383141,20211,3506,Low
YouTube,#Music,Tweet,Canada,3563404,445195,18320,14781,High
YouTube,#Fitness,Live Stream,USA,3024496,297653,31120,39751,High
Instagram,#Gaming,Shorts,Brazil,2941067,289340,10029,28904,Medium
Twitter,#Challenge,Post,Brazil,4997429,77831,85735,28182,Low
Instagram,#Comedy,Tweet,India,1161779,21780,4078,38033,Medium
TikTok,#Comedy,Tweet,Japan,277665,375796,86711,16520,High
YouTube,#Education,Video,UK,3191266,418734,68240,47069,Medium
Twitter,#Viral,Post,Australia,2387714,126566,25552,40066,Medium
Twitter,#Viral,Video,Canada,31602,174512,12580,4018,Medium
YouTube,#Fitness,Tweet,UK,2599776,486383,53906,18139,Medium
TikTok,#Fashion,Reel,Germany,2450821,119773,55561,33015,Low
Instagram,#Fashion,Post,Germany,2231843,28171,73427,16948,Medium
TikTok,#Tech,Post,Canada,4735705,163883,66755,2312,Medium
TikTok,#Fashion,Live Stream,Japan,2592123,339087,52787,19591,Low
Instagram,#Dance,Post,Germany,1156532,111161,31021,33505,Low
TikTok,#Music,Tweet,Brazil,3903036,199890,71216,37111,High
Twitter,#Fitness,Reel,USA,2840705,96581,28967,27454,Medium
Instagram,#Gaming,Shorts,USA,403838,145096,88439,14064,Medium
Twitter,#Music,Live Stream,UK,3526600,204767,19167,17731,High
Twitter,#Fashion,Reel,UK,3041152,29267,18250,23593,High
TikTok,#Fashion,Shorts,Japan,2404490,374405,67653,2883,Low
YouTube,#Gaming,Video,UK,709873,328596,75373,34177,High
Instagram,#Tech,Tweet,Australia,3428187,328693,57651,18330,High
YouTube,#Fashion,Shorts,Germany,495662,367965,47920,35519,Medium
YouTube,#Tech,Shorts,Canada,1351460,181530,73270,43516,High
Twitter,#Challenge,Live Stream,India,336222,418056,57939,15028,High
Twitter,#Music,Shorts,Canada,2693390,177782,31135,27504,Medium
Twitter,#Gaming,Reel,Brazil,3430962,46681,59761,36221,High
YouTube,#Dance,Live Stream,Canada,4999430,419635,51709,19836,Low
TikTok,#Fitness,Video,Australia,4678230,245665,56894,12110,Medium
Instagram,#Fashion,Post,Japan,4446628,475059,19789,42455,High
Instagram,#Music,Post,Brazil,3951368,249468,17548,43162,High
Instagram,#Tech,Video,Brazil,1904069,426897,58669,35210,High
TikTok,#Comedy,Tweet,Canada,937337,361483,94541,17820,High
Twitter,#Music,Video,Japan,2471029,482104,23418,37982,High
Instagram,#Music,Reel,UK,2754301,439047,21451,5036,High
TikTok,#Viral,Post,Australia,2551235,254503,51815,22756,Medium
Instagram,#Fitness,Reel,Australia,3471793,286422,67665,17667,Medium
YouTube,#Education,Video,USA,1374677,479271,435,37576,Medium
Twitter,#Education,Video,Australia,2143799,329574,47984,42889,Low
Instagram,#Comedy,Live Stream,India,4827016,404958,45968,18554,Medium
YouTube,#Education,Tweet,Australia,1489686,473433,24810,3808,Medium
Instagram,#Tech,Live Stream,Australia,490952,347826,72833,14756,Low
Instagram,#Music,Post,Canada,2180014,59373,52726,17442,Low
Twitter,#Comedy,Reel,Brazil,529799,179509,25670,6451,Low
Instagram,#Dance,Shorts,USA,3761264,443176,12191,48340,Medium
Instagram,#Comedy,Video,Canada,1038860,442713,28298,40618,Medium
Instagram,#Dance,Live Stream,Germany,3444824,395141,90673,32852,Medium
TikTok,#Fashion,Live Stream,Australia,4967000,458270,91709,5080,High
TikTok,#Comedy,Tweet,Germany,3847801,375597,55183,38675,High
Instagram,#Gaming,Video,UK,4913774,12582,38213,46700,Medium
Twitter,#Viral,Video,USA,3746244,256361,87201,24493,High
YouTube,#Dance,Shorts,Japan,3014207,267162,61079,18363,Low
Twitter,#Education,Tweet,Germany,67164,82891,40568,10151,Low
Twitter,#Fitness,Post,Japan,3833320,377497,20389,24912,Medium
Twitter,#Challenge,Post,Brazil,257565,311076,77488,43551,Low
Twitter,#Fitness,Video,USA,963602,335585,45110,33791,High
Instagram,#Tech,Shorts,Australia,1180913,389245,42150,40241,Medium
TikTok,#Fashion,Live Stream,Germany,1213710,468518,1746,24547,High
TikTok,#Tech,Reel,USA,2526243,36043,37053,3164,High
YouTube,#Education,Post,Canada,2877169,263362,11451,18145,Medium
YouTube,#Gaming,Video,Australia,4117819,430486,52313,22054,Low
Instagram,#Gaming,Shorts,UK,3300636,334680,8400,33207,High
YouTube,#Challenge,Shorts,Japan,3572811,361047,36640,14135,Low
Instagram,#Fashion,Live Stream,Japan,474320,437976,64949,13571,High
TikTok,#Challenge,Post,UK,2903079,28666,10000,20123,Medium
YouTube,#Challenge,Video,USA,2871175,182884,54350,26546,High
Twitter,#Music,Shorts,Australia,3590997,212084,3612,14460,High
Instagram,#Challenge,Post,USA,1301582,36572,45582,45435,Low
Twitter,#Education,Tweet,Canada,780079,483875,969,40858,Medium
TikTok,#Fashion,Live Stream,India,3698927,457765,94363,41251,Low
TikTok,#Tech,Video,Brazil,3741285,240172,97499,49443,Medium
TikTok,#Music,Reel,UK,4467464,454446,93389,15009,Low
TikTok,#Fitness,Reel,Germany,105800,329434,98771,12046,Low
